logo,program title,area of study,credit for prior learning,program desc,accreditation,career outlook,admission requirements,dates and deadlines,tuition and fees,program level,total hours,projected cost,university
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Design,Arts,TRUE,Laudantium quos saepe. Odit hic ut. Ea in animi.,BTC,Saepe nesciunt veniam. Cupiditate omnis rerum. Deserunt voluptatem natus.,Vero dolores sunt. Omnis soluta cupiditate. Vero modi iste.,Application Deadline: 2019-04-02 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $162,Doctorate degree,80,"$18,209 ",University of North Georgia
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Design,TRUE,Ipsam ipsum minima. Impedit animi esse. Laudantium quia dicta.,ETH,Mollitia ex aspernatur. Et repellat commodi. Laborum quas ut.,Consequatur velit suscipit. Aut reiciendis aliquam. Sit sunt dolores.,Application Deadline: 2019-03-29 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $20,Doctorate degree,23,"$15,638 ",Georgia College and State University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Nursing,Criminology,FALSE,Deserunt odio id. Quisquam fugit id. Quis quia molestiae.,DASH,Reiciendis atque qui. Facere qui quibusdam. Eaque modi minus.,Sapiente blanditiis accusamus. Animi voluptate saepe. Numquam est odio.,Application Deadline: 2019-04-06 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $19,Doctorate degree,136,"$19,221 ",East Georgia State College
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Teaching,Communications,FALSE,Corporis est incidunt. Qui nostrum nihil. Error exercitationem vel.,DASH,Sint et qui. Vero deserunt maiores. Et fugit deleniti.,Doloremque enim qui. Natus ipsum dolorem. Corrupti culpa vero.,Application Deadline: 2019-03-30 | 17 Days Until Classes Begin!,Projected Per Credit Hour Cost: $82,Grade 1 though 11,90,"$14,244 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Forensic Science,Creative Arts,TRUE,Et voluptatum sit. Ex repellendus aliquam. Qui voluptatibus voluptatem.,ETH,Voluptatem autem beatae. Consequatur rem est. Qui officia ut.,Non totam voluptatem. Enim magnam at. Suscipit nobis magni.,Application Deadline: 2019-04-02 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $319,Master's degree,67,"$5,544 ",Georgia Southern University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Commerce,Applied Science (Psychology),FALSE,Cumque modi non. Ad officiis expedita. Porro et deserunt.,XRP,Sit deserunt iure. Magni illo dolorem. Qui temporibus qui.,Amet voluptatem velit. Veniam libero voluptate. Voluptas et ut.,Application Deadline: 2019-03-29 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $335,Some college,88,"$14,681 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Forensic Science,Commerce,TRUE,Blanditiis quis at. Qui dolorem est. Accusamus eos et.,DASH,Delectus et inventore. Recusandae expedita non. Asperiores beatae modi.,Excepturi pariatur consequuntur. In quos nesciunt. Aliquam qui cupiditate.,Application Deadline: 2019-04-04 | 38 Days Until Classes Begin!,Projected Per Credit Hour Cost: $162,Grade 1 though 11,80,"$6,186 ",Georgia State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Education,Teaching,TRUE,Voluptas ipsam voluptatem. Asperiores optio consequatur. Doloribus eveniet atque.,DASH,Consequatur voluptas nihil. Enim aliquam quae. Repellat dolorem commodi.,Voluptas voluptates occaecati. Maiores quos voluptatem. In quas quaerat.,Application Deadline: 2019-03-31 | 7 Days Until Classes Begin!,Projected Per Credit Hour Cost: $210,Associate's degree,36,"$6,606 ",Georgia Southern University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Forensic Science,Medicine,FALSE,Itaque et dolores. Assumenda nihil est. Vel asperiores eos.,ETH,Dicta ipsa eius. Autem id quo. Sint et quibusdam.,Et nobis voluptas. Enim sed ratione. In nemo porro.,Application Deadline: 2019-03-29 | 30 Days Until Classes Begin!,Projected Per Credit Hour Cost: $334,Bachelor's degree,98,"$16,452 ",University of North Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Communications,FALSE,Pariatur voluptates inventore. Temporibus ut doloribus. Doloremque eligendi beatae.,XRP,Nesciunt earum non. Eos omnis repellendus. Laborum aut nobis.,Vel atque quia. Voluptatem hic explicabo. Pariatur quia dolore.,Application Deadline: 2019-04-03 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $177,Some college,96,"$11,033 ",Godron State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Engineering,Law,TRUE,Consequatur laboriosam nostrum. Sit aut veritatis. Assumenda rerum mollitia.,LTC,Nulla dolor suscipit. Itaque eos est. Quia et eum.,Corporis recusandae doloremque. Ipsum quibusdam rerum. Ratione dolor architecto.,Application Deadline: 2019-03-29 | 8 Days Until Classes Begin!,Projected Per Credit Hour Cost: $91,Master's degree,52,"$7,666 ",South Georgia State College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Psychology,FALSE,Eveniet ex fugit. Adipisci ullam sapiente. Sed ea architecto.,LTC,Aut vitae a. Aperiam recusandae quos. Sequi recusandae reprehenderit.,Exercitationem vero illo. Expedita est qui. Quia qui quo.,Application Deadline: 2019-03-30 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $43,Some college,35,"$6,940 ",Columbus State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biological Science,Education,FALSE,Accusantium in sint. Quos qui cum. Enim minima sequi.,ETH,Repudiandae nihil mollitia. Maxime voluptatibus nulla. Voluptas alias fuga.,Voluptatem beatae qui. Voluptas et modi. Et reprehenderit sit.,Application Deadline: 2019-04-02 | 30 Days Until Classes Begin!,Projected Per Credit Hour Cost: $345,No schooling completed,139,"$1,946 ",Albany State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Psychology,FALSE,Reprehenderit minus in. Repellendus vel accusamus. Est dolor fugit.,ETH,Quam quia qui. Debitis et mollitia. Non dolorum enim.,Quo architecto perspiciatis. Porro sit culpa. Eum quasi quis.,Application Deadline: 2019-04-03 | 6 Days Until Classes Begin!,Projected Per Credit Hour Cost: $85,Grade 1 though 11,125,"$11,232 ",East Georgia State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Health Science,Engineering,TRUE,Error ut repellendus. Similique nesciunt corporis. Explicabo atque est.,DASH,Molestiae eaque veniam. Numquam consequatur et. Esse dolorem beatae.,Est fuga voluptatem. Voluptas quas autem. Libero perferendis accusantium.,Application Deadline: 2019-04-03 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $376,Regular high school diploma,74,"$18,584 ",University of North Georgia
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Commerce,Criminology,FALSE,Possimus occaecati molestias. Sint ea sint. Dolor officia reiciendis.,LTC,Fugiat dolorem quisquam. Fugiat inventore consequatur. Ab similique facere.,Temporibus esse eos. Vero repellat quo. Eius dignissimos placeat.,Application Deadline: 2019-04-07 | 36 Days Until Classes Begin!,Projected Per Credit Hour Cost: $145,Nursery school,98,"$6,369 ",East Georgia State College
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Health Science,Applied Science (Psychology),FALSE,Cupiditate omnis et. Dolorem qui qui. Necessitatibus tempore officiis.,XRP,Totam rerum in. Et vel laboriosam. Qui rem et.,Velit incidunt qui. Rerum occaecati ratione. Quia atque commodi.,Application Deadline: 2019-03-31 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $370,Doctorate degree,112,$582 ,University of Georgia
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Information Systems,Architectural Technology,TRUE,Sed sint est. Non voluptatibus perspiciatis. Dolorem ratione adipisci.,ETH,Eum eligendi qui. Ut cupiditate numquam. Doloremque dolorem enim.,Aliquid rem deleniti. Optio tempora in. Eligendi est aut.,Application Deadline: 2019-04-06 | 34 Days Until Classes Begin!,Projected Per Credit Hour Cost: $138,Associate's degree,20,"$12,802 ",Clayton State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biomedical Science,Engineering,FALSE,Quam et quaerat. Itaque harum laboriosam. Et eveniet ut.,ETH,Et autem sequi. Maxime distinctio ullam. Eum ut sit.,Porro rerum nobis. Ut ullam velit. Doloremque non autem.,Application Deadline: 2019-04-11 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $304,Professional degree,11,"$7,599 ",Middle Georgia State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biomedical Science,Biological Science,TRUE,Quod totam dolor. Impedit est dolor. Error molestiae repellat.,BTC,Illo commodi placeat. Accusantium praesentium enim. Velit sit dolorem.,Consequatur illum quia. Tenetur assumenda amet. Sit et eius.,Application Deadline: 2019-03-31 | 12 Days Until Classes Begin!,Projected Per Credit Hour Cost: $75,Professional degree,4,"$8,702 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Law,Applied Science (Psychology),TRUE,Hic sed exercitationem. Doloremque iure sint. Aliquam minima provident.,BTC,Id maxime blanditiis. Hic omnis minima. Facilis sequi voluptas.,Non praesentium voluptatum. Autem est fugiat. Ipsam sed vero.,Application Deadline: 2019-04-04 | 19 Days Until Classes Begin!,Projected Per Credit Hour Cost: $25,Doctorate degree,88,$21 ,Dalton State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Law,TRUE,Omnis molestiae iusto. Eos odio rem. Omnis aliquam nisi.,ETH,Sed eligendi in. Occaecati voluptatem cumque. Eveniet perspiciatis quas.,Rerum laudantium est. Quis velit necessitatibus. Molestias similique quia.,Application Deadline: 2019-03-30 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $334,No schooling completed,112,"$6,546 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Information Systems,TRUE,Exercitationem est aliquam. Aliquid enim voluptatem. Reiciendis quo aspernatur.,ETH,Non non ipsa. Accusamus incidunt placeat. Ut optio iure.,Repellat repellendus molestiae. Sed quo quibusdam. Dolores ut quia.,Application Deadline: 2019-03-29 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $248,GED or alternative credential,54,"$10,526 ",Clayton State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Biomedical Science,Creative Arts,FALSE,Rerum iure omnis. Iure et non. Sit saepe beatae.,ETH,Voluptatem eos vel. Qui libero et. Alias aspernatur natus.,Doloremque asperiores voluptatibus. Eum quidem voluptas. Explicabo sit ut.,Application Deadline: 2019-03-29 | 15 Days Until Classes Begin!,Projected Per Credit Hour Cost: $72,Kindergarten,48,"$1,523 ",Georgia Southern University
